年月,國別,台北市[金額，新台幣],台北市[筆數],新北市[金額，新台幣],新北市[筆數],桃園市[金額，新台幣],桃園市[筆數],台中市[金額，新台幣],台中市[筆數],台南市[金額，新台幣],台南市[筆數],高雄市[金額，新台幣],高雄市[筆數]
108年09月,西班牙,199939750,21263,120473708,16007,44004826,6099,56501002,7791,24588492,3769,47020942,6721
108年10月,日本,1138246506,303210,943310734,282324,338495525,105969,444251528,126313,228076479,70120,407323491,112637
108年10月,英國,900973100,226923,717854258,248337,289615664,111801,419810258,144267,169874031,66763,280630725,117469
108年10月,美國,1009380570,463789,665991816,582202,284238925,281053,335606674,293422,168499364,154257,244641962,263209
108年10月,愛爾蘭,369646523,395607,359127816,444656,162259075,196762,209622162,254308,86736392,114265,155448337,198749
108年10月,荷蘭,456581011,978914,285984745,714325,111740202,269869,163248492,419200,43460375,86577,105116430,269370
108年10月,新加坡,289626299,68370,179768520,61432,68346747,25429,100287735,32132,39882216,14056,65819790,24288
108年10月,南韓,200380846,61338,196130455,64251,84676301,25669,105782047,28726,49211284,15538,93698267,27041
108年10月,中國,211309495,45790,175827075,50868,71313241,20280,87856621,26501,37576026,12199,70133848,21080
108年10月,香港,246622985,46929,166561318,41013,54031652,16218,81748813,19210,35399261,9142,69438805,17188
108年10月,西班牙,222491138,26321,133916930,18568,56909532,7360,61959913,9024,29276517,4558,49649178,7243
108年11月,日本,1123489309,301183,884985891,273165,337986960,105043,430472181,124047,222276835,66888,389506632,115876
108年11月,英國,962186449,251494,718812452,288416,323926814,132358,424920568,165387,176239295,77643,310877026,139433
108年11月,美國,1053685709,478408,710530136,603212,304117086,290090,351367044,304341,173930506,156928,263924558,269241
108年11月,愛爾蘭,383389275,408874,369550289,462273,174413515,206093,235545553,261059,89278912,119168,160127730,205712
108年11月,荷蘭,469959921,1019714,301860979,734518,114818404,283888,175144945,443017,52166230,90046,110147094,278947
108年11月,新加坡,306651005,83370,226761790,77837,91068273,32309,119759636,40753,52433917,17788,90404001,32139
108年11月,中國,274418971,59076,231357360,68069,92193293,26968,122425661,34046,51356972,15879,91405757,27255
108年11月,香港,272220816,49241,202452369,44812,76076097,18344,105494664,22001,46642212,10603,90048180,19472
108年11月,南韓,169509209,57855,178753654,59106,79363093,25825,98125657,26970,44587769,13181,87812599,23810
108年11月,西班牙,183337930,22427,124821799,16757,48338401,6684,66469402,8746,26732977,3972,49577731,7411
108年12月,日本,1218577111,327370,925240361,289402,353289460,113976,424488860,129990,237821032,73928,398212936,120931
108年12月,美國,1093032722,501723,748119733,647889,308649982,303622,375898617,323827,177988881,168122,271088602,288118
108年12月,英國,792948636,220729,633609292,254564,276083971,117547,382003232,149746,155276818,70707,271737099,122237
108年12月,愛爾蘭,413434029,430315,400141004,490268,179257722,217341,234411907,280298,96692690,128123,166773086,217575
108年12月,荷蘭,472611426,1022641,318353749,772961,127463425,311322,184296220,410259,51975027,104734,113686296,273048
108年12月,新加坡,333769753,81765,249465865,80244,102628125,33381,132871582,43570,56995582,19034,99493813,32418
108年12月,香港,307602446,67269,209299542,55068,73954378,19217,106821317,22480,45656529,10657,102693355,19235
108年12月,中國,245709870,55988,205697328,62632,79689308,25464,99508336,32089,43473985,15308,75079456,25974
108年12月,南韓,148487230,48829,146515659,51190,66289816,21583,84632339,25171,40209461,12304,78208410,21663
108年12月,法國,193519151,17168,99755106,10459,38738050,4806,58851249,7122,20262054,2220,47111578,4742
109年01月,日本,1219270130,334161,951611814,300702,360524689,114100,472418172,135109,242994552,73313,394359348,118863
109年01月,美國,929966246,472563,659846473,642255,289305118,307081,328354591,323747,151385478,169587,247724483,290361
109年01月,英國,698417876,166942,493577679,165597,228007908,74097,300811195,95066,130737594,44405,215534289,78350
109年01月,愛爾蘭,395715912,403589,396130690,469030,183421685,213252,230183273,271927,95570638,124749,169152065,211717
109年01月,荷蘭,454545526,914991,308580888,722328,126630800,277246,182274135,402308,52377323,90577,114088849,263149
109年01月,新加坡,324847007,70858,242238610,68931,100633525,29818,123246285,36162,55459054,16590,88827143,27931
109年01月,香港,230248932,83601,164163585,61101,64514789,17954,80407925,20299,34886011,9752,62012607,17459
109年01月,南韓,137058716,41945,151126461,44390,63151939,17542,89489924,21951,39758787,10292,70738026,17368
109年01月,法國,202039230,16519,77718210,9647,32277749,4195,51363849,7568,20995396,2407,46078263,4391
109年01月,西班牙,146406286,17039,98176136,13999,33993413,5530,49749156,7378,20540238,3285,43348861,5839
109年02月,美國,925994207,480931,660548518,652939,295351601,309810,333627974,328387,158548960,169905,247823656,293340
109年02月,日本,663748909,224842,566680157,218639,225411162,84562,284669788,103950,143519248,55379,248328579,92497
109年02月,愛爾蘭,449715911,437189,387770622,500977,183919083,228903,228108329,286236,91406229,130051,164923792,222582
109年02月,荷蘭,459261360,1049698,305690240,798308,120817319,310209,187084637,457401,46133166,101445,103461511,279281
109年02月,英國,428616667,114697,277240720,99369,121050347,43691,160139456,56809,68513375,26045,99055501,45355
109年02月,新加坡,275604137,77424,211190971,77230,95965485,33696,118917411,42325,58289693,19847,88327544,34124
109年02月,澳洲,187283530,25645,106270167,19288,41765234,8697,61548641,9583,32063700,4601,42312247,8101
109年02月,南韓,74494474,25638,91463315,29206,45052830,13173,62362823,14949,32278663,7931,50461822,13522
109年02月,法國,134882393,13128,73156304,9020,38218031,3774,39824318,4400,20331016,2004,31702494,3068
109年02月,香港,102576276,81481,88593294,55488,28674256,14476,46247614,14391,19438990,6877,33732553,12571
,,,,,,,,,,,,,
,,,,,,,,,,,,,
備註1,,,,,,,,,,,,,
上述國家別順序係依當月消費金額作排名。,,,,,,,,,,,,,
